\\vanilla roadsTXT. Please ONLY use the roads you need for custom paths, because otherwise load times will be significantly increased and interactions between mods may cause errors and strange behaviour!
\\see here for node positions: https://docs.google.com/spreadsheets/d/1rKWC1aZMPbMLxb9Mx5QbHE-SLYjG2CAybgqgQ87b2eo/view
\\node_from-node_to|(x1,y1),(x2,y2),(x3,y3),(x4,y4),... [etc]
voidlow_6-voidlow_11|(-1.691008,0.8937607),(-0.801325,0.7148243),(-0.06149308,0.4818026),(0.5345541,0.2015903)
voidlow_7-voidlow_11|(-1.828606,-0.3222032),(-0.850006,-0.3579885),(-0.03689286,-0.0760195),(0.5468541,0.2258148)
voidlow_7-voidlow_12|(-1.766237,-0.3030128),(-1.092349,-0.6922262),(-0.7359622,-1.208026),(-0.1083247,-1.529367)
voidlow_8-voidlow_13|(-3.546755,-2.348342),(-2.783367,-2.372485),(-2.324213,-2.536698),(-1.819478,-2.618617)
voidlow_9-voidlow_10|(-1.298886,2.8369),(-0.7975612,2.390607),(-0.4768173,2.05579),(0.004985854,1.66201)
voidlow_9-voidlow_14|(-1.370038,2.806348),(-0.6741673,2.892845),(0.1700053,3.285665),(0.9975202,3.322949)
voidlow_10-voidlow_15|(-0.1043362,1.707182),(1.03771,1.664246),(2.11028,1.60216),(3.337736,1.547657)
voidlow_11-voidlow_16|(0.3307859,0.2138335),(1.06044,0.2505282),(1.608312,0.2542053),(2.266486,0.2033885)
voidlow_12-voidlow_17|(-0.3378694,-1.515534),(0.817472,-1.44764),(2.480962,-1.150607),(3.738166,-0.9639682)
voidlow_13-voidlow_12|(-1.962402,-2.616163),(-1.132842,-2.514289),(-0.6810774,-1.959348),(-0.1707986,-1.461928)
voidlow_13-voidlow_18|(-1.954049,-2.584442),(-1.176177,-2.780987),(-0.06990188,-3.404549),(0.768011,-3.605042)
voidlow_14-voidlow_19|(0.7595873,3.326119),(1.485313,3.198595),(2.250533,2.995197),(2.930608,2.703791)
voidlow_15-voidlow_22|(3.196683,1.590644),(3.901922,1.178933),(4.825736,0.7819617)
voidlow_16-voidlow_15|(2.1585,0.1624249),(2.567669,0.6177942),(2.802838,1.156961),(3.291826,1.573442)
voidlow_16-voidlow_17|(2.1585,0.1624249),(2.435684,-0.229648),(2.847285,-0.7430547),(3.699069,-0.9560552)
voidlow_17-voidlow_23|(3.514553,-0.9346497),(4.331672,-0.9067409),(5.212533,-0.9309143)
voidlow_18-voidlow_20|(0.6456089,-3.557452),(1.658096,-3.409931),(2.628381,-3.109127),(3.211914,-2.691292)
voidlow_19-voidlow_15|(2.830442,2.813973),(2.808905,2.36655),(3.030225,1.903918),(3.283679,1.545293)
voidlow_19-voidlow_21|(2.757278,2.774953),(3.838061,2.576284),(4.229068,2.306784),(4.661439,2.427695),(5.230327,2.74032)
voidlow_20-voidlow_17|(3.06294,-2.78781),(3.493673,-2.211124),(3.640866,-1.481379),(3.609115,-0.8872508)
voidlow_20-voidlow_24|(2.984699,-2.717897),(3.85561,-2.456501),(4.221392,-2.275762),(4.497534,-2.325632),(5.081729,-2.644687)
voidlow_21-voidlow_22|(5.230721,2.801767),(5.072925,2.174925),(5.011079,1.421873),(4.812403,0.7669302)
voidlow_22-voidlow_25|(4.67171,0.8625453),(5.541359,0.3813353),(5.935224,-0.1329787),(7.287416,-0.39882)
voidlow_23-voidlow_25|(5.062656,-0.9830934),(5.479963,-0.4748291),(6.054232,-0.3329492),(7.25374,-0.427846)
voidlow_24-voidlow_23|(5.10265,-2.676712),(4.551089,-2.347908),(4.568219,-2.097811),(4.855305,-1.836225),(4.897188,-1.256572),(5.196539,-0.8708631)
voidlow_25-voidlow_26|(6.925253,-0.4492067),(7.559153,-0.3902942),(8.295641,0.4032418),(8.811917,0.8423015)
voidlow_27-voidlow_15|(1.331483,1.52151),(2.031757,2.215257),(2.455214,2.539983),(2.97149,2.800981)
voidlow_27-voidlow_19|(1.268057,1.623966),(2.050281,1.652148),(2.637234,1.625917),(3.343386,1.532302)
voidlow_28-voidlow_17|(1.260097,-1.352926),(2.29706,-1.12411),(3.030537,-1.003816),(3.713554,-0.9200593)
voidlow_28-voidlow_20|(1.246639,-1.218341),(1.793145,-1.911832),(2.30639,-2.558483),(3.297115,-2.74005)
voidlow_10-voidlow_27|(-0.1043362,1.707182),(0.6560686,1.693603),(1.657046,1.628389)
voidlow_12-voidlow_28|(-0.3378694,-1.515534),(0.7118164,-1.433859),(1.578363,-1.293687)
faen_0-faen_1|(-8.072122,-3.42716),(-7.460677,-3.60781),(-6.909684,-3.813094),(-6.183534,-3.844755),(-5.491771,-3.566022)
faen_1-faen_2|(-5.552785,-3.63807),(-5.659655,-2.771082),(-6.309668,-2.110414),(-6.4345,-1.363925)
faen_1-faen_3|(-5.607103,-3.644035),(-4.888122,-2.766239),(-4.448071,-2.131068)
faen_1-faen_4|(-5.678612,-3.566136),(-4.985991,-3.736213),(-4.409414,-3.768412),(-3.759645,-3.591353)
faen_2-faen_5|(-6.459236,-1.447689),(-5.976634,-1.081005),(-5.941229,-0.4983135),(-5.717843,0.4570782)
faen_2-faen_6|(-6.525411,-1.426569),(-5.714959,-1.134398),(-4.739041,-0.9852282),(-3.658689,-0.7570596)
faen_3-faen_6|(-4.544568,-2.200922),(-4.254856,-1.668838),(-4.067896,-1.154435),(-3.730649,-0.7463457)
faen_3-faen_7|(-4.5755,-2.170124),(-3.697231,-2.040695),(-3.326886,-2.047094),(-2.679579,-2.183616)
faen_7-faen_8|(-2.920134,-2.109653),(-2.323536,-2.423059),(-2.058919,-2.845158),(-1.451521,-3.041466)
faen_3-faen_8|(-4.533015,-2.169417),(-3.262987,-2.043757),(-2.407712,-2.348612),(-2.053937,-2.846738),(-1.358967,-2.995953)
faen_4-faen_8|(-3.968766,-3.61161),(-3.113025,-3.266428),(-2.238146,-3.17336),(-1.347061,-2.970932)
faen_4-faen_9|(-4.012484,-3.560168),(-3.701042,-3.809896),(-3.40046,-4.061519),(-2.850452,-4.068166),(-1.577161,-4.224203),(-0.4182241,-4.171219),(0.5793197,-4.099319)
faen_5-faen_10|(-5.681023,0.3327352),(-6.033327,0.6979131),(-6.054664,1.765508),(-6.030879,2.119952)
faen_5-faen_11|(-5.72755,0.3618644),(-5.399729,1.045169),(-5.135887,1.54707),(-4.409019,1.880948)
faen_10-faen_11|(-6.237793,2.023344),(-5.346664,1.867822),(-4.374753,1.804673)
faen_6-faen_12|(-3.868765,-0.8186755),(-3.372503,-0.1981927),(-3.110759,0.2677578),(-2.404207,0.6863353)
faen_6-faen_13|(-3.921298,-0.775935),(-3.045092,-0.906096),(-2.466448,-0.8966087),(-1.557351,-0.8401272)
faen_8-faen_14|(-1.607626,-3.015487),(-0.832802,-2.679429),(-0.4862793,-2.554729),(0.03624594,-2.179463)
faen_11-faen_15|(-4.586747,1.760043),(-4.513709,2.654698),(-4.124029,3.217284),(-3.348363,3.619719)
faen_11-faen_16|(-4.703483,1.798969),(-3.846731,1.985902),(-3.149076,2.049268),(-2.1679,1.997017)
faen_12-faen_16|(-2.519175,0.6352156),(-2.437287,1.245707),(-2.321189,1.643569),(-2.279628,2.062305)
faen_12-faen_17|(-2.641216,0.6724276),(-1.471649,0.7553605),(-0.2774865,0.9315427)
faen_13-faen_18|(-1.833237,-0.8182399),(-0.8092204,-0.7822824),(0.2470175,-0.8654199)
faen_14-faen_19|(-0.2269681,-2.213203),(0.5124419,-2.423503),(1.679732,-2.479696)
faen_15-faen_21|(-3.548136,3.54015),(-2.491924,3.864824),(-1.736267,3.743165),(-1.001951,3.497159),(-8.028746E-05,2.582729)
faen_16-faen_21|(-2.489226,2.020439),(-1.600581,2.079169),(-1.089214,2.2524),(-0.7615951,2.531583),(0.03909385,2.6401)
faen_17-faen_21|(-0.4854482,0.8528893),(-0.2575178,1.578686),(-0.1821422,2.157881),(-0.09591538,2.723052)
faen_18-faen_24|(-0.08824998,-0.8469333),(0.6074418,-1.019229),(0.8788038,-1.195452),(1.578621,-1.197121)
faen_19-faen_24|(1.546262,-2.504004),(1.38828,-2.022803),(1.31649,-1.635),(1.409407,-1.147294)
faen_20-faen_25|(2.887567,-3.879209),(3.648279,-4.08507),(4.222757,-4.104559),(5.205031,-3.938361)
faen_9-faen_20|(0.6042696,-4.168057),(0.4548125,-3.83411),(0.6443021,-3.594461),(1.304635,-3.368894),(2.101606,-3.647555),(3.117752,-3.934196)
faen_9-faen_25|(0.5922613,-4.178382),(0.4754238,-3.747969),(1.101357,-3.412647),(3.0057,-3.805943),(3.89989,-4.0742),(5.208586,-3.942215)
faen_25-faen_26|(4.918513,-3.975617),(5.582088,-3.782668),(5.748631,-3.44334),(5.932611,-2.901324)
faen_25-faen_27|(4.917905,-3.964576),(5.658926,-3.896274),(6.324908,-3.864447),(7.417742,-3.59654)
faen_26-faen_28|(5.771852,-2.963014),(6.680906,-2.749006),(6.867516,-2.506092),(7.482497,-2.193995)
faen_27-faen_28|(7.253904,-3.693696),(7.121929,-3.063807),(6.891634,-2.800551),(7.433809,-2.148515)
faen_21-faen_22|(-0.2626278,2.665526),(0.3075973,2.509486),(0.6617011,2.264493),(1.159264,1.92816)
faen_22-faen_23|(0.9973001,2.048433),(1.034887,1.481695),(1.147248,0.9311189),(1.522346,0.4055501)
faen_22-faen_29|(0.9373365,1.969658),(1.484701,2.127356),(1.739023,2.355376),(2.402655,2.39633)
faen_23-faen_31|(1.295801,0.4819393),(2.122339,0.3329932),(2.606309,0.2812401),(3.395021,0.243297)
faen_24-faen_23|(1.260942,-1.242014),(1.629245,-1.000493),(1.640122,-0.04819101),(1.403916,0.5331295)
faen_24-faen_32|(1.24952,-1.23196),(1.63463,-1.007499),(1.86557,-0.6072944),(2.71043,-0.9092479),(3.671255,-1.279495),(4.706615,-1.486207)
faen_29-faen_30|(2.090919,2.434765),(2.748019,2.316115),(3.578515,2.041038)
faen_30-faen_37|(3.335227,2.132594),(4.106037,1.730908),(4.474139,1.6631),(5.105842,1.912493)
faen_31-faen_33|(3.022626,0.2452058),(3.877538,0.3440288),(4.21935,0.5300332),(4.589286,0.991686)
faen_32-faen_34|(4.350065,-1.452371),(5.15818,-1.33954),(6.126978,-1.125095),(7.100575,-0.7604877)
faen_33-faen_37|(4.509361,0.875792),(4.83943,1.345336),(4.998207,1.92814)
faen_34-faen_35|(6.894812,-0.8394924),(7.474201,-0.4539571),(7.409273,-0.02337769),(6.756969,0.4078045)
faen_35-faen_37|(7.024689,0.329411),(6.322685,0.5783113),(5.786346,1.205165),(4.852818,1.895362)
faen_36-faen_37|(6.049019,1.16653),(5.341393,1.451398),(4.865949,1.908826)
faen_37-faen_38|(4.92007,1.817763),(5.176895,2.419366),(5.532379,2.896709)
faen_38-faen_39|(5.328884,2.859758),(6.095936,2.740129),(6.524283,2.625234),(7.127776,2.48998)
faen_32-faen_40|(4.350065,-1.452371),(5.15818,-1.33954),(5.591019,-1.275958),(6.147761,-1.109853)
faen_40-faen_34|(5.786218,-1.171484),(6.310228,-1.064936),(6.645151,-0.9605793),(7.136786,-0.7448721)
faen_40-faen_28|(5.859182,-1.105816),(6.255506,-1.261938),(6.354007,-1.816462),(6.767116,-1.767692),(6.871315,-2.342302),(7.518438,-2.222008)
faen_15-faen_41|(-3.548136,3.54015),(-2.519033,3.900969),(-1.944101,3.797383),(-1.310338,3.567681)
faen_41-faen_21|(-1.544405,3.62855),(-0.8099675,3.439325),(-0.4277552,3.065799),(-0.0212568,2.59054)
faen_27-faen_42|(7.253904,-3.693696),(7.121929,-3.063807),(6.926853,-2.793507),(7.50444,-2.652632),(8.814384,-2.852889)
faen_42-faen_28|(8.824661,-2.883665),(8.279253,-2.701938),(7.800278,-2.57515),(7.314066,-2.176689)
faen_42-faen_23|(8.73599,-2.916137),(1.305958,0.5122895)
faen_34-faen_43|(6.894812,-0.8394924),(7.491975,-0.5250567),(7.794395,-0.3492511),(8.00742,0.05365653)
faen_43-faen_35|(8.097374,-0.0544153),(7.360692,0.03309752),(6.737394,0.4203481)
faen_43-faen_29|(8.056129,-0.09885947),(2.119275,2.425706)
forge_0-forge_9|(-2.800439,-0.690793),(-2.028023,-0.2233017),(-1.649911,0.01227963),(-1.074748,0.264791)
forge_9-forge_1|(-1.261818,0.2841038),(-0.8841572,-0.05821085),(-0.791749,-0.4495217),(-0.283211,-0.7719891)
forge_0-forge_2|(-2.800439,-0.690793),(-2.028023,-0.2233017),(-1.393421,-0.4261702),(-0.907895,-1.091186),(-0.2037137,-1.783194)
forge_1-forge_3|(-0.4629917,-0.6694465),(0.3734643,-0.8903815),(1.247209,-0.8914858),(2.383651,-0.8749143)
forge_2-forge_4|(-0.3757451,-1.716404),(0.6448325,-1.627607),(1.162343,-2.050447),(1.891288,-2.451878)
forge_3-forge_5|(2.126883,-0.8999991),(3.247619,-0.7930145),(3.883194,-0.4534358),(4.78096,0.1395173)
forge_4-forge_5|(1.714876,-2.386563),(3.258952,-2.158822),(3.80008,-1.344696),(3.576657,-0.6320517),(4.1644,-0.2916464),(4.78096,0.1395173)
forge_5-forge_6|(4.817224,0.03818321),(4.63128,0.4611781),(4.351436,1.167101),(3.889216,1.686072),(3.160502,1.876586)
forge_6-forge_7|(3.085718,1.775519),(3.628704,2.310577),(4.413951,2.896835)
forge_4-forge_8|(1.714876,-2.386563),(2.776531,-2.263025),(3.436004,-2.217497),(4.028416,-2.01088),(4.936371,-1.92939)
forge_8-forge_5|(4.971067,-1.918673),(3.387934,-2.109293),(3.750603,-1.354024),(3.610914,-0.6345615),(4.789113,0.1523159)
sewers_0-sewers_3|(-3.749463,-0.6962891),(-2.89134,-0.5503762),(-2.431691,0.03425008)
sewers_1-sewers_2|(0.5161457,-2.340691),(1.525256,-1.509191)
sewers_3-sewers_4|(-2.505064,-0.08208483),(-2.644176,0.3000115),(-2.824984,0.5347416),(-2.075468,1.168353)
sewers_3-sewers_5|(-2.633821,-0.008509338),(-1.728162,-0.5828937),(-0.9718368,-0.7298935)
sewers_4-sewers_6|(-2.23148,1.133132),(-1.102745,1.4364),(0.888989,0.3212218)
sewers_5-sewers_6|(-1.147035,-0.7544451),(-0.4569751,-0.4519885),(0.8812166,0.3834004)
sewers_6-sewers_7|(0.7064732,0.3047028),(1.709956,0.9044355),(0.6955417,1.534489),(1.017161,2.049004),(1.565788,2.295033)
sewers_7-sewers_8|(1.392286,2.27792),(2.570231,1.800805),(2.971619,1.844566),(3.667916,1.541326)
sewers_8-sewers_9|(3.418073,1.573479),(4.442525,1.775842)
sewers_2-sewers_10|(1.527985,-1.60276),(0.9120627,-1.187195),(1.0037,-0.9575749),(1.808708,-0.5893345)
sewers_2-sewers_11|(1.35278,-1.512911),(2.398814,-2.097195),(2.76124,-2.015739),(3.720245,-1.465927)
sewers_10-sewers_12|(1.566316,-0.6467187),(2.311565,-0.532965),(3.112446,-0.9434827),(4.085505,-0.2791771),(4.794164,0.5348868)
sewers_11-sewers_12|(3.698478,-1.587847),(3.369671,-1.202921),(3.122064,-0.9385671),(4.077198,-0.2805763),(4.794164,0.5348868)
sewers_12-sewers_8|(4.788486,0.3901181),(4.429011,0.8589712),(3.935982,1.247546),(3.511518,1.656325)
sewers_5-sewers_13|(-1.147035,-0.7544451),(-0.05650511,-0.3762555),(0.6179018,-0.417798)
sewers_13-sewers_10|(0.2358511,-0.4023355),(1.040334,-0.6124347),(1.940874,-0.6364571)
sewers_13-sewers_6|(0.4737748,-0.5013384),(0.3554432,-0.1285004),(0.8364425,0.4182247)
sewers_2-sewers_13|(1.527985,-1.60276),(0.9120627,-1.187195),(0.5913957,-0.9215016),(0.3636031,-0.357495)
wolf_0-wolf_1|(-5.191116,-0.4928848),(-4.317183,-0.6160442),(-3.463232,-0.5750266)
wolf_1-wolf_2|(-3.811799,-0.6047618),(-2.95728,-0.3238821),(-2.230857,-0.2641634),(-2.132555,0.6513168),(-1.967622,0.8786572),(-1.480982,1.115569)
wolf_1-wolf_3|(-3.772085,-0.5650481),(-2.82826,-0.3291447),(-1.936522,-0.6114697),(-1.862556,-1.198552),(-1.809064,-1.532876),(-1.441635,-1.807369)
wolf_2-wolf_4|(-1.603676,0.9908155),(-1.235925,1.692566),(-0.7873389,2.041903),(0.1971578,2.119776)
wolf_2-wolf_5|(-1.657997,1.081744),(-1.008124,0.907111),(-0.7629535,0.5549564),(-0.4126607,0.07466245),(-0.03430551,-0.7107191)
wolf_3-wolf_5|(-1.554747,-1.793658),(-1.002943,-1.513439),(-0.7185798,-1.122533),(-0.4772791,-0.8372426),(0.06372219,-0.6555735)
wolf_3-wolf_6|(-1.506309,-1.693637),(-1.677095,-2.614364),(-1.315498,-3.061512),(0.1804616,-3.039499)
wolf_4-wolf_7|(-0.0978173,2.082227),(0.9043664,2.349046),(1.547778,2.083434),(2.421646,1.940518)
wolf_5-wolf_8|(-0.2314778,-0.6054082),(0.6404401,-0.7582482),(1.131088,-0.7636238),(2.104177,-0.5542471)
wolf_6-wolf_9|(-0.101934,-3.059206),(0.7655995,-2.313692),(1.332357,-2.248654),(2.042813,-2.509192),(2.835608,-2.717948)
wolf_7-wolf_10|(2.085645,1.935037),(2.907725,1.906049),(3.605815,1.739828),(4.214287,1.391432)
wolf_8-wolf_11|(1.785197,-0.6117139),(2.32263,-0.4169041),(2.685704,-0.03754675),(3.328582,0.03570902)
wolf_9-wolf_13|(2.537952,-2.685599),(3.955063,-2.597792),(4.915588,-2.486731),(5.77703,-2.125961)
wolf_10-wolf_14|(4.096677,1.457389),(4.672277,1.085083),(5.043587,0.5799705),(5.39793,-0.2186019)
wolf_11-wolf_12|(2.987957,0.04601824),(3.579015,-0.09162462),(3.85868,-0.5003885),(4.053339,-0.8036908)
wolf_12-wolf_14|(3.922688,-0.7618424),(4.403944,-0.4528384),(4.704961,-0.3280571),(5.502129,-0.09290588)
wolf_13-wolf_14|(5.663088,-2.201212),(5.470901,-1.341495),(5.345975,-0.8805633),(5.337873,-0.1135226)
wolf_14-wolf_15|(5.228247,-0.1081951),(6.081538,-0.08469594),(6.750222,0.2027948),(6.81984,0.9582599)
wolf_15-wolf_16|(6.767958,0.8686519),(7.117211,1.178664),(7.167212,1.644304),(6.961006,1.949491),(6.550632,2.216154)
ulmin_0-ulmin_1|(-8.127159,-1.073291),(-7.211715,-0.7804079),(-6.90066,-0.4580429),(-6.575497,0.06137651)
ulmin_1-ulmin_2|(-6.665444,-0.0662221),(-6.305267,0.5705575),(-5.960083,1.15423),(-5.379394,1.902247)
ulmin_1-ulmin_3|(-6.747531,0.0118095),(-5.908357,-0.1414583),(-4.997375,-0.1315566)
ulmin_1-ulmin_4|(-6.638208,0.05229846),(-6.519192,-0.7976243),(-6.25799,-1.233331),(-5.577772,-1.830617)
ulmin_2-ulmin_5|(-5.466445,1.797418),(-4.899628,2.24653),(-4.554749,2.722792),(-3.87942,3.145132)
ulmin_2-ulmin_6|(-5.589754,1.824836),(-4.903803,1.567226),(-3.895566,1.397653)
ulmin_3-ulmin_7|(-5.236505,-0.13238),(-4.544356,-0.3498272),(-3.961252,-0.4057412),(-3.528578,0.07169092)
ulmin_4-ulmin_8|(-5.82775,-1.760896),(-4.788212,-1.941496),(-4.241955,-1.747679),(-4.055768,-1.246283)
ulmin_4-ulmin_9|(-5.771682,-1.753888),(-5.502883,-2.442611),(-5.255263,-2.889923),(-4.670823,-3.203275)
ulmin_5-ulmin_10|(-4.132732,3.138415),(-3.366851,3.013901),(-2.399794,2.783076)
ulmin_6-ulmin_11|(-4.103151,1.413992),(-3.187918,1.412031),(-2.127135,1.240849)
ulmin_7-ulmin_14|(-3.749097,-0.0004256964),(-2.805392,0.02410134),(-2.19953,-0.223922),(-1.726667,-1.161956)
ulmin_8-ulmin_11|(-4.171316,-1.321117),(-3.410885,-0.9419416),(-2.741244,-0.1557573),(-2.509016,0.2817054),(-2.347293,0.8477361),(-2.161217,1.309014)
ulmin_8-ulmin_13|(-4.171316,-1.321117),(-3.50318,-0.9822541),(-3.051589,-0.5562248),(-2.646891,-0.2928558)
ulmin_13-ulmin_11|(-2.731585,-0.3637699),(-2.590361,0.1309398),(-2.457886,0.6386034),(-2.075451,1.28788)
ulmin_8-ulmin_15|(-4.260372,-1.269168),(-3.424083,-1.428152),(-2.714609,-1.903203),(-1.936748,-2.1163)
ulmin_9-ulmin_16|(-4.869756,-3.136408),(-3.985564,-3.334804),(-3.452338,-3.443108),(-2.681696,-3.472095)
ulmin_10-ulmin_17|(-2.55974,2.765676),(-2.055339,3.526581),(-1.736421,3.706501),(-1.034514,3.597591)
ulmin_10-ulmin_18|(-2.619341,2.855077),(-1.956748,2.423863),(-1.30114,2.12586),(-0.5262043,1.998176)
ulmin_11-ulmin_17|(-2.205043,1.241436),(-1.701177,1.904397),(-1.455034,2.282368),(-1.477385,2.826224),(-1.146965,3.666519)
ulmin_11-ulmin_19|(-2.276808,1.305227),(-1.226004,0.9624319),(0.1914445,0.7781734)
ulmin_11-ulmin_12|(-2.276808,1.305227),(-1.67878,0.9889842),(-1.175338,0.7867892)
ulmin_12-ulmin_19|(-1.454629,0.7998843),(-0.6307355,0.7836559),(0.2262435,0.8022369)
ulmin_12-ulmin_20|(-1.299193,0.8987699),(-1.323243,0.1155875),(-1.160813,-0.6288823),(-0.4936051,-0.7898872)
ulmin_14-ulmin_20|(-1.90702,-1.097461),(-1.283009,-0.9802858),(-0.8947974,-0.989888),(-0.5537767,-0.7460825)
ulmin_15-ulmin_21|(-2.201552,-2.079236),(-1.304783,-1.934683),(-0.9636146,-1.66558),(0.157241,-1.758388)
ulmin_15-ulmin_22|(-2.201552,-2.079236),(-1.191779,-2.47457),(-0.2484323,-2.772972),(0.3727643,-3.724655)
ulmin_16-ulmin_22|(-2.946065,-3.461903),(-1.465298,-4.17027),(-0.1532589,-4.179118),(0.5488952,-3.702862)
ulmin_17-ulmin_23|(-1.340417,3.624942),(-0.3448821,3.423277),(0.2048951,2.986095),(0.9778156,2.06559)
ulmin_18-ulmin_23|(-0.8181748,2.036559),(-0.2169077,2.229589),(0.2375474,2.445641),(1.007616,2.03747)
ulmin_19-ulmin_24|(-0.02296656,0.8479556),(0.8585269,0.6636775),(1.802192,0.3448539)
ulmin_20-ulmin_24|(-0.7680076,-0.7370675),(0.494637,-1.043979),(1.052388,-0.6987045),(1.244547,-0.1437482),(1.735493,0.4315401)
ulmin_21-ulmin_25|(-0.1272821,-1.751908),(0.9227211,-1.920138),(1.939308,-2.089355)
ulmin_21-ulmin_20|(0.09763759,-1.798766),(-0.5172299,-1.239923),(-0.6031712,-0.6966663)
ulmin_22-ulmin_25|(0.3629604,-3.769148),(1.583084,-2.796242),(1.841022,-1.967844)
ulmin_22-ulmin_26|(0.3017117,-3.731869),(1.89686,-3.682591),(3.244144,-3.582781)
ulmin_23-ulmin_27|(0.748141,2.086365),(1.84182,2.716869),(2.614063,3.024839),(3.858666,3.175537)
ulmin_23-ulmin_28|(0.8559597,2.151056),(1.732668,1.766585),(2.128935,1.606771),(2.967875,1.705782)
ulmin_24-ulmin_28|(1.546335,0.3598113),(2.21499,0.8126367),(2.56137,1.321467),(2.891538,1.773437)
ulmin_24-ulmin_29|(1.595947,0.4179741),(2.221572,-0.09494983),(2.746787,-0.3351062),(3.294114,-0.8892511)
ulmin_25-ulmin_29|(1.602312,-2.037844),(2.397618,-1.554319),(2.875287,-1.192048),(3.306723,-0.7253801)
ulmin_25-ulmin_30|(1.656448,-2.029973),(2.800368,-2.136658),(3.751145,-2.046065),(4.579932,-1.944269)
ulmin_26-ulmin_31|(2.951407,-3.662265),(3.902923,-3.368321),(4.756799,-3.251812),(5.35345,-2.789335)
ulmin_27-ulmin_32|(3.534114,3.130857),(4.228036,3.155371),(4.63171,3.233228),(5.277479,3.284064)
ulmin_28-ulmin_33|(2.689636,1.709615),(3.41121,1.529026),(3.988846,1.862786),(4.844353,2.054529)
ulmin_29-ulmin_34|(3.08786,-0.785156),(3.737291,-1.057733),(4.203194,-0.7931463),(4.876388,-0.7096397),(5.818158,-0.6201143)
ulmin_30-ulmin_34|(4.428323,-1.984648),(4.648263,-1.334465),(5.217114,-0.7976049),(5.772011,-0.6552535)
ulmin_32-ulmin_35|(4.909497,3.312167),(5.538455,3.286759),(5.931778,3.198943),(6.661267,3.260568)
ulmin_33-ulmin_35|(4.585662,2.011868),(5.353,2.380233),(5.74117,2.723925),(6.649558,3.319522)
ulmin_33-ulmin_38|(4.526258,2.006997),(5.337553,1.961889),(5.439218,1.359219),(4.487617,0.4122694)
ulmin_34-ulmin_37|(5.473473,-0.6923033),(6.440865,-0.3758271),(6.81894,-0.01944995),(7.367571,0.5537109)
ulmin_35-ulmin_36|(6.39441,3.312686),(7.115108,3.251188),(7.643327,2.91365),(8.157043,2.681558)
ulmin_35-ulmin_38|(6.581368,3.333649),(6.046967,2.045869),(5.167487,1.06584),(4.324646,0.4256127)
ulmin_37-ulmin_38|(7.352484,0.4748632),(6.764938,1.162795),(6.174793,1.310332),(5.548472,1.065258),(4.420799,0.4256127)
ulmin_17-ulmin_41|(-1.351425,3.579715),(-0.7909049,3.678998),(-0.5596089,3.862044),(-0.2259881,3.53656),(0.5092401,3.467707)
ulmin_20-ulmin_42|(-0.7773187,-0.7996708),(-0.3017942,-0.4727786),(0.3434287,0.1318383),(0.839033,0.5288746)
ulmin_41-ulmin_43|(0.2281668,3.484903),(0.7407496,3.400888),(1.350938,3.0692),(1.882271,2.971382)
ulmin_42-ulmin_44|(0.8292894,0.388862),(0.1094606,1.349963),(0.791249,1.86177),(1.424478,1.435978),(1.709949,1.653201)
ulmin_42-ulmin_45|(0.6438157,0.488836),(1.170818,0.3151535),(1.856469,-0.1307256)
ulmin_43-ulmin_44|(1.821602,3.092231),(1.382832,2.717377),(0.8497342,2.185613),(1.300568,1.712516),(1.804889,1.59294)
ulmin_43-ulmin_46|(1.658567,3.066275),(2.327218,2.622954),(2.829012,2.343734),(3.317627,2.281425)
ulmin_44-ulmin_47|(1.567352,1.696982),(2.016883,1.402654),(2.361984,1.210439),(2.762302,1.180224)
ulmin_45-ulmin_48|(1.663661,-0.03809829),(2.557605,-0.722223),(2.990746,-0.8616247),(3.560304,-0.8779442)
ulmin_30-ulmin_49|(4.326899,-1.901855),(5.538141,-2.049003),(5.772419,-1.692705),(5.929262,-1.316269)
ulmin_46-ulmin_50|(3.168208,2.247883),(3.447201,3.114498),(3.795368,3.456765),(4.38768,3.609305)
ulmin_47-ulmin_51|(2.416528,1.224433),(3.086705,1.057155),(3.717198,1.211734)
ulmin_48-ulmin_52|(3.442562,-0.9288291),(3.783569,-0.469177),(4.175199,-0.1534527)
ulmin_49-ulmin_53|(5.846809,-1.465996),(6.318,-0.8641139),(6.710304,-0.4641655)
ulmin_52-ulmin_51|(4.18248,-0.3097358),(3.577422,0.1940601),(3.006235,0.6453553),(3.653555,1.237807)
ulmin_50-ulmin_54|(4.193502,3.668128),(4.334535,3.17076),(4.567331,2.262687)
ulmin_51-ulmin_54|(3.482945,1.117959),(3.973633,1.697098),(4.343871,2.087584),(4.634609,2.411838)
ulmin_53-ulmin_55|(6.556201,-0.5701035),(6.928917,-0.1437055),(7.28816,0.4569648),(7.376842,0.9855758)
ulmin_39-ulmin_55|(4.676414,0.513984),(5.318659,0.4927508),(5.830216,0.3180698),(7.479294,0.9094272)
ulmin_54-ulmin_56|(4.41586,2.395849),(5.207927,1.951336),(5.888959,1.631157)
ulmin_55-ulmin_56|(7.443441,0.8113108),(6.420499,1.342663),(5.652619,1.758416)
ulmin_56-ulmin_40|(5.764158,1.609809),(5.938742,1.979121),(5.658404,2.230038),(5.879652,2.509856),(6.673683,2.566808)
ulmin_57-ulmin_54|(5.449656,3.264283),(5.133627,2.903923),(4.782684,2.52376),(4.439698,2.29177)
